CLAVE_CTE,ALIAS,RAZON_SOCIAL,DIRECCION,CIUDAD,ESTADO,CORREO,TELEFONO,SUCURSAL,CONTACTO
MCARTH_PACH_ACEI,McCarthys Pachuca (Aceite),Free and Green SA de CV,"AV. CAMINO REAL DE LA PLATA # 70 COL. ZONA PLATEADA, PACHUCA HIDALGO",PACHUCA,HIDALGO,,,CHIHUAHUA,
MCARTH_PACH,McCarthys Pachuca (Grasa),Free and Green SA de CV,"AV. CAMINO REAL DE LA PLATA # 70 COL. ZONA PLATEADA, PACHUCA HIDALGO",PACHUCA,HIDALGO,,,CHIHUAHUA,
MCARTH_TEX_ACEI,McCarthys Texcoco (Aceite),Free and Green SA de CV,"Carretera Federal México Texcoco 30.5, Santiago Cuautlalpan, Texcoco",TEXCOCO,ESTADO DE MÉXICO,,,CHIHUAHUA,
MCARTH_TEX,McCarthys Texcoco (Grasa),Free and Green SA de CV,"Carretera Federal México Texcoco 30.5, Santiago Cuautlalpan, Texcoco",TEXCOCO,ESTADO DE MÉXICO,,,CHIHUAHUA,
McDONALD´S_VICTORIA,McDonald´s Victoria,"Operador de Franquicias Saile, Sapi S.A. de C.V.","C. Guadalupe Victoria #104, Col. Centro ",Chihuahua,Chihuahua,compras@gsf-mcd.com.mx,6144255315 ext 308,CHIHUAHUA,Ricardo Vazquez
MCDO_AMER,McDONALD'S AMERICAS,"OPERADORA DE FRANQUICIAS SAILE, SAPI S.A. DE C.V.","Américas # 100, Quinta Etapa, Col. San Felipe",CHIHUAHUA,CHIHUAHUA,compras@gsf-mcd.com.mx,6144255315 ext 308,CHIHUAHUA,Ricardo Vazquez
MCDO_AMER_BASU,McDONALD'S AMERICAS (Basura),"OPERADORA DE FRANQUICIAS SAILE, SAPI S.A. DE C.V.","Américas # 100, Quinta Etapa, Col. San Felipe",CHIHUAHUA,CHIHUAHUA,compras@gsf-mcd.com.mx,6144255315 ext 308,CHIHUAHUA,Ricardo Vazquez
MCDO_JUV,McDONALD'S JUVENTUD,"OPERADORA DE FRANQUICIAS SAILE, SAPI S.A. DE C.V.","Periférico de la Juventud # 3404,  Fracc. Las Haciendas",CHIHUAHUA,CHIHUAHUA,compras@gsf-mcd.com.mx,6144255315 ext 308,CHIHUAHUA,Ricardo Vazquez
MCDO_JUV_ACEI,McDONALD'S JUVENTUD (Aceite),"OPERADORA DE FRANQUICIAS SAILE, SAPI S.A. DE C.V.","Periférico de la Juventud # 3404,  Fracc. Las Haciendas",CHIHUAHUA,CHIHUAHUA,compras@gsf-mcd.com.mx,6144255315 ext 308,CHIHUAHUA,Ricardo Vazquez
MCDO_JUV_BASU,McDONALD'S JUVENTUD (Basura),"OPERADORA DE FRANQUICIAS SAILE, SAPI S.A. DE C.V.","Periférico de la Juventud # 3404,  Fracc. Las Haciendas",CHIHUAHUA,CHIHUAHUA,compras@gsf-mcd.com.mx,6144255315 ext 308,CHIHUAHUA,Ricardo Vazquez
McDONALDS_LOPEZ_MATEOS,McDonalds Lopez Mateos,"OPERADORA DE FRANQUICIAS SAILE, SAPI S.A. DE C.V.","Avenida López Mateos, Blvd. Oscar Flores # 2125, El Roble, C.P. 32390",Juarez,Chihuahua,paola.duarte@gsf-mcd.com.mx,800 300 3435,JUAREZ,
McDONALDS_MISIONES,McDonalds Misiones,"OPERADORA DE FRANQUICIAS SAILE, SAPI S.A. DE C.V.","Centro Comercial Las Misiones, Blvd. Teófilo Borunda # 8681, C.P. 32618",Juarez,Chihuahua,paola.duarte@gsf-mcd.com.mx,,JUAREZ,Paola Duarte
McDONALDS_PASEO_TRIUNFO,McDonalds Paseo Triunfo,"OPERADORA DE FRANQUICIAS SAILE, SAPI S.A. DE C.V.","Av. Paseo Triunfo de la República 4020, Monumental, 32310",Juarez,Chihuahua,paola.duarte@gsf-mcd.com.mx,,JUAREZ,Paola Duarte
MCDO_FASHION,McDONALD'S PLAZA DEL SOL,"OPERADORA DE FRANQUICIAS SAILE, SAPI S.A. DE C.V.","Av. Perifèrico de la Juventud No 3501-209 Col Puerta de Hierro. Chihuhahua, Chih.",CHIHUAHUA,CHIHUAHUA,compras@gsf-mcd.com.mx y C,6144255315 ext 308,CHIHUAHUA,Ricardo Vazquez
MCDO_FASHION_ACEI,McDONALD'S PLAZA DEL SOL (Aceite),"OPERADORA DE FRANQUICIAS SAILE, SAPI S.A. DE C.V.","Av. Perifèrico de la Juventud No 3501-209 Col Puerta de Hierro. Chihuhahua, Chih.",CHIHUAHUA,CHIHUAHUA,compras@gsf-mcd.com.mx,6144255315 ext 308,CHIHUAHUA,Ricardo Vazquez
McDONALDS_SENDEROS,McDonalds Senderos,"OPERADORA DE FRANQUICIAS SAILE, SAPI S.A. DE C.V.","Blvrd Francisco Villarreal Torres # 2050-A, Partido Senecú, C.P. 32546",Juarez,Chihuahua,paola.duarte@gsf-mcd.com.mx,,JUAREZ,Paola Duarte
McDONALDS_TECNOLÓGICO,McDonalds Tecnológico,"OPERADORA DE FRANQUICIAS SAILE, SAPI S.A. DE C.V.","Av. Tecnológico # 1586, Fuentes del Valle, C.P. 32500",Juarez,Chihuahua,paola.duarte@gsf-mcd.com.mx,,JUAREZ,Paola Duarte
McDONALDS_TORRES,McDonalds Torres,"OPERADORA DE FRANQUICIAS SAILE, SAPI S.A. DE C.V.","Av de las Torres # 211, Los Bravos, C.P. 32573 ",Juarez,Chihuahua,paola.duarte@gsf-mcd.com.mx,,JUAREZ,Paola Duarte
MCDO_WALM,McDONALD'S WAL MART JUVENTUD,"OPERADORA DE FRANQUICIAS SAILE, SAPI S.A. DE C.V.","Periférico de la Juventud # 220,  Fracc. Las Haciendas del Valle",CHIHUAHUA,CHIHUAHUA,,,CHIHUAHUA,
MERCADO_REFORMA,Mercado Reforma,Pajaro Piedra S.A. de C.V.,Periferico de la Juventud #5700-4 Distrito 1,Chihuahua,Chihuahua,donaji.perez@grupocosteno.com y alejandro.olmo@grupocosteno.com,6144257340,CHIHUAHUA,Lic. Alejandro Olmos
MERC_REF_ACEI,Mercado Reforma (Aceite),Pájaro Piedra S.A. de C.V.,"Periférico de la Juventud 5700, Distrito 1",CHIHUAHUA,CHIHUAHUA,donaji.perez@grupocosteno.com y alejandro.olmo@grupocosteno.com,6144257340,CHIHUAHUA,Lic. Alejandro Olmos
METRO_LOFT,Metro Loft,Servicios Integrales de Administracion de Inmuebles D1 S.A. de C.V.,Conjunto comercial Citadela #5900 Edificio Metro Loft Col. Saucito,Chihuahua,Chihuahua,admonmetroloft@gomanagment.com,6141845031,CHIHUAHUA,Ginette Pinoncely
MB_2588,Mi Bodega Aldama-2588,Nueva Walmart de Mexico S. de R.L. de C.V.,"Nextengo 78 Santa Cruz Acayucan, Azcapotzalco, C.P. 02770",ALDAMA,CHIHUAHUA,,,CHIHUAHUA,
MB_2710,Mi Bodega Guachochi-2710,Nueva Walmart de Mexico S. de R.L. de C.V.,"Nextengo 78 Santa Cruz Acayucan, Azcapotzalco, C.P. 02770",GUACHOCHI,CHIHUAHUA,,,CHIHUAHUA,
MB_1766,Mi Bodega Madera-1766,Nueva Walmart de Mexico S. de R.L. de C.V.,"Nextengo 78 Santa Cruz Acayucan, Azcapotzalco, C.P. 02770",MADERA,CHIHUAHUA,,,CHIHUAHUA,
MB_1606,Mi Bodega Saucillo-1606,Nueva Walmart de Mexico S. de R.L. de C.V.,"Nextengo 78 Santa Cruz Acayucan, Azcapotzalco, C.P. 02770",SAUCILLO,CHIHUAHUA,,,CHIHUAHUA,
MICROTEL_MISION_DE_LOS_LAGOS,Microtel Mision de los Lagos,Fideicomiso Irrevocable DB / 1616,"Paseo de la Victoria No 4150 E Col. Mision de los Lagos, C.P. 32668",Juarez,Chihuahua,julio.velo@hotelesprisma.com,656-360-41-30,JUAREZ,Julio Velo
MINA_PALMAREJO,Mina Palmarejo,"COEUR MEXICANA, S.A. de C.V.",Centro Ejecutivo 550 E4- Segundo Piso. Fracc. Desarrollo el Saucito CP 31125,Chihuahua,Chihuahua, ogomez@coeur.com.mx; pponce@coeur.com.mx; jacosta@coeur.com.mx,6354577000,CHIHUAHUA,"Oscar Gómez, Pedro Ponce, Jesús Acosta"
MINERA_JULIAN,Minera San Julian - TG1,Minera San Julian Unidad San Julian,"Carr. Guadalupe y Calvo Km. 163 + 33, San Julian",GUADALUPE Y CALVO,CHIHUAHUA,raul_godoy@fresnilloplc.com,,CHIHUAHUA,
Mochomos_CUU,MOCHOMOS,Iguana mode S.A. de C.V. ,Av. Lombardia #3001 Distrito Uno Col. Saucito,Chihuahua,Chihuahua,comprasmochomos@outlook.es,6144255276,CHIHUAHUA,Constantino Solis
Mr_Pechugas_Fco_Villa,Mr. Pechugas Fco Villa,Grupo Aguca Sati S.A. de C.V.,C. Perbiz #2431 Col. Colinas del sol,Chihuahua,Chihuahua,almacen.crujiland@outlook.com,6144900161,CHIHUAHUA,Marco Antonio Omaña Torres
MR_PECHUGAS_FUENTESMARES,Mr. Pechugas Fuentes Mares,Grupo Aguaca Sati S.A. de C.V.,Av. Nueva España y Fuentes Mares #8600,Chihuahua,Chihuahua,almacen.crujiland@outlook.com,6144381831,CHIHUAHUA,
MR_PECHUGAS_RIO,Mr. Pechugas Rio de Janeiro,Grupo Aguaca Sati S.A. de C.V.,"Av. Antonio de Montes #5705, Col. Panamericana",Chihuahua,Chihuahua,almacen.crujiland@outlook.com,6144410657,CHIHUAHUA,
Mr_Pechugas_Vallarta,Mr. Pechugas Vallarta,Grupo Aguaca Sati S.A. de C.V.,Av. Vallarta y ZAragoza #5409 Col. Granjas,Chihuahua,Chihuahua,almacen.crujiland@outlook.com,6144434593,CHIHUAHUA,Marco Antonio Omaña
MR_QUICK,Mr. Quick (plaza galerias),Maria Jacobina Escalante Casasus,"Antonio de Montes y Blvd.Ortiz Mena SN  Int. B-6-1 UNIDAD PRESIDENTES CHIHUAHUA; CHIH, CP 31230",CHIHUAHUA,CHIHUAHUA,administración@plazagalerias.mx,,CHIHUAHUA,
MUCHACHO_ALEGRE,Muchacho Alegre,Operadora Muchacho Alegre S.A. de C.V.,Perif. de la juventud 6112,Chihuahua,Chihuahua,tesoreria.muchalegre@gmail.com,6141886051,CHIHUAHUA,David Correa
NECTAR,NECTAR,Grupo Torrenti S de RL de CV,"Circuito Universitario Int. 456, Cafetales, 15508",CHIHUAHUA,CHIHUAHUA,grupo.torrenti@gmail.com,,CHIHUAHUA,
NECTAR_ACEI,NECTAR (Aceite),Grupo Torrenti S de RL de CV,"Circuito Universitario Int. 456, Cafetales, 15508",CHIHUAHUA,CHIHUAHUA,grupo.torrenti@gmail.com,,CHIHUAHUA,
NIFCO,Nifco,Intermex Manufactura de Chihuahua S.A de C.V.  (Planta Nifco),C. Nicolas Gogol #11301 Complejo Industrial Chihuahua C.P. 31136,CHIHUAHUA,CHIHUAHUA,corderosa@mx.nifco.com,,CHIHUAHUA,
NIFCO_BASU,Nifco (Basura),Intermex Manufactura de Chihuahua S.A de C.V.  (Planta Nifco),C. Nicolas Gogol #11301 Complejo Industrial Chihuahua C.P. 31136,CHIHUAHUA,CHIHUAHUA,corderosa@mx.nifco.com,,CHIHUAHUA,
NO_CONT,NO CONTAMINES,No Contamines SA de CV,Colonia Km 99 Domicilio Conocido,ROSALES,CHIHUAHUA,,,CHIHUAHUA,
NOUR,NOUR,BISTRO NOUR SA DE CV,"Vía Trentino 5704 Distrito 1, Saucito, 31213",CHIHUAHUA,CHIHUAHUA,contabilidad@nourbistro.com; edgarmos@casona.com.mx,,CHIHUAHUA,
NOUR_ACEI,NOUR (Aceite),BISTRO NOUR SA DE CV,"Vía Trentino 5704 Distrito 1, Saucito, 31213",CHIHUAHUA,CHIHUAHUA,contabilidad@nourbistro.com; edgarmos@casona.com.mx,,CHIHUAHUA,
Novares_Planta 1,Novares P1,NOVARES MÉXICO NORTH SRL DE CV P1,C. Victor Hugo #300 Complejo industrial Chihuahua C.P. 31109,Chihuahua,Chihuahua,mcarrera@novaresteam.com,,CHIHUAHUA,Marisol Carrera
Novares_Planta2,Novares P2,NOVARES MEXICO NORTH SRL de CV,Av. Leon Tolstoi # 181 complejo industrial Chihuahua,Chihuahua,Chihuahua,VOchoa@novaresteam.com,,CHIHUAHUA,Valentin Ochoa
Novares_Planta3,Novares P3,NOVARES MEXICO NORTH SRL de CV,C. Oscar Wilde #11366 Complejo Industrial Chihuahua C.P. 31109,Chihuahua,Chihuahua,OSosa@novaresteam.com,,,Olivia Sosa
NUTRIBIF_,Nutribif,Nutribif S.A. de C.V.,C. 53 # 5-A Col. Popular,Chihuahua,Chihuahua,deliarobles.02@nutribif.com.mx y calidad@nutribif.com.mx,6145411768,CHIHUAHUA,Delia Robles
OCOTAL_SANDER,Ocotal Sander,Carniceria Ocotal S.A. de C.V.,"Mercado de Abastos #1781, Col. San Antonio",Juarez,Chihuahua,loaledm05@gmail.com,,JUAREZ,Luis Cavas
OFICINAS_CANTERA5,Oficinas Plaza Cantera 5,"Asociacion de Condominos Punto Alto E5, A.C.",Av. La Cantera #9301 Las Misiones C.P. 31000,Chihuahua,Chihuahua,gabriela.reza@arasbgroup.com,,CHIHUAHUA,
OMA_CARGA,OMA CARGA,Aeropuerto de Ciudad Juarez S.A. de C.V.,"Carretera Panamericana 18.5 km, Zona Federal, C.P. 32690, Fracc. Aeropuerto",Juarez,Chihuahua,benjamin.jaramillo.cjs@oma.aero,,JUAREZ,Benjamin Jaramillo
PACTIV,PACTIV,Pactiv Mexico S. de R. L. de C. V.,Nicolas Gogol NO. 11342,CHIHUAHUA,CHIHUAHUA,jcarnero@pactiv.com,,CHIHUAHUA,
PancakeP,PancakeP Pazcual O.,José Abraham Terrazas Perez (Pancake paradise),Av Pascual Orozco 1133 Col. Hogares de Chihuahua,Chihuahua,Chihuahua,pancakepascualorozco@gmail.com,614 413 2461,CHIHUAHUA,Abraham Terrazas
PAPALOTE,Papalote MORELOS,Restaurante El Papalote S.A. de C.V.,"Calle Novena 1110, Zona Centro, 31203",CHIHUAHUA,CHIHUAHUA,restauranteelpapalote@gmail.com,6144140333,CHIHUAHUA,Luis Lujan Larrieu
PPP_ALTAVISTA,Peter Piper Pizza Altavista,,"Fronterizo #3530, Bellavista, C.P. 32120",Juarez,Chihuahua,kmena@peterpiperpizza.com.mx y rdelatorre@peterpiperpizza.com.mx,656 632 1998,JUAREZ,
PINTIRAS_ORCOPEL,Pinturas Orcopel,Pinturas Orcopel S de R.L. de C.V.,"Av. Tecnologico # 2151 Col. Haceinda de San Pedro, C.P. 32520",Juarez,Chihuahua,americanpaintjuarez@gmail.com,656 207 0706,JUAREZ,
PIZZA_HOT_RIO,Pizza Hot Rio Grande,Desarrolladora Inmoviliaria de Restaurantes S. de R.L. de C.V.,"Av. Paseo Triunfo de la República # 4450, Monumental, C.P.32310",Juarez,Chihuahua,mx0164@prb.com.mx,55 1515 3737,JUAREZ,
PIZZA_INN_DYU,Pizza Inn DEZA Y ULLOA,Promotora de Restaurantes del Norte SA de CV,"DEZA Y ULLOA , SAN FELIPE, C.P. 31240",CHIHUAHUA,CHIHUAHUA,,,CHIHUAHUA,
PIZZ_IN_OM,Pizza Inn Ortiz Mena,Promotora de Restaurantes del Norte S.A. de C.V.,Ortiz Mena No. 200 Int. No. A Col. San Felipe C.P. 31240,CHIHUAHUA,CHIHUAHUA,lornelas@dennys.com.mx,6144131719,CHIHUAHUA,Lirio Ornelas
PIZZ_SIERR_PV,Pizzeria la Sierra Plaza Victoria,Consorcio Empresarial Chihuahuense la Laguna S.A. de C.V. ," Av. Benito Juarez N° 3115 Locales 25, 26 y 27 C.P. 31000",CHIHUAHUA,CHIHUAHUA,,,CHIHUAHUA,
PLAZA_ALBERO,Plaza Albero,Servicios Integrales de Administracion de Inmuebles D1 S.A. de C.V.,"Av. de la Cantera #9139, Col. Las Misiones I, II, III y IV",Chihuahua,Chihuahua,admonplazas@gomanagment.com.mx,6141844276,CHIHUAHUA,Tatiana Gaytan
PLAZA_ALSEGA,Plaza Alsega,Inmobiliaria Alsega S.A. de C.V.,"Ejército Nacional # 8140, Col. Partido Iglesias",Juarez,Chihuahua,inmobiliaria.alsega@hotmail.com,,JUAREZ,
CANT_5,PLAZA CANTERA 5,Asociasión de Condominos Plaza Cantera 5 A.C., AV DE LA CANTERA No 9301 EX EJIDO LA HACIENDITA,CHIHUAHUA,CHIHUAHUA,gabriela.reza@arasbgroup.com y contabilidad@canteracinco.com,6142883562,CHIHUAHUA,Juliana Saenz
CANT_5_BASU,PLAZA CANTERA 5 (Basura),Asociasión de Condominos Plaza Cantera 5 A.C., AV DE LA CANTERA No 9301 EX EJIDO LA HACIENDITA,CHIHUAHUA,CHIHUAHUA,gabriela.reza@arasbgroup.com,6142883562,CHIHUAHUA,Juliana Saenz
PLAZA_DE_LA_RAZA,Plaza de La Raza,Arrendadora e Inmobiliaria Giber S.A. de C.V.,"Av. De La Raza # 6108, Loc. 3",Juarez,Chihuahua,inmobiliariagiber@outlook.com,656 199 43 06,JUAREZ,Victor Gamboa
PLZA_GALE_BASU,Plaza Galerías,Sociedad de Comerciantes Chihuahuenses S.C.,"Boulevard Antonio Ortiz Mena, Presidentes, 31210 ",CHIHUAHUA,CHIHUAHUA,administracion@plazagalerias.mx,6144133282,CHIHUAHUA,Rene Salcido
PLAZA_HIGH_SQUARE,Plaza High Square,Administradora de Inmuebles BGM S.A. de C.V.,C. Haciendas de los Morales Periferico de la Juventud #6900,Chihuahua,Chihuahua,administracion@highsq.com.mx,6141846118,CHIHUAHUA,Valeria Avila
PLAZA_JUAREZ_MALL,Plaza Juarez Mall,Condominio Plaza Juarez Mall A.C.,"Av. Ejército Nacional # 6514, Col. Del Márquez",Juarez,Chihuahua,admon@ccplazajuarezmall.com,,JUAREZ,
PLAZA_LOPEZ_MATEOS,Plaza Lopez Mateos,Gilder Ciudad Juarez S. de R.L. de C.V.,"C. Perimetral Carlos Amaya # 2291, Partido Iglesias, C.P. 32528",Juarez,Chihuahua,maesquivel@planigrupo.com,,JUAREZ,
PLAZA_MONUMENTAL,Plaza Monumental,PG CKD K F/00976,"Av. Paseo Triunfo de la República, Monumental, C.P. 32310",Juarez,Chihuahua,aglujan@planigrupo.com,656 613 8528,JUAREZ,
PLAZA_PASEO_CENTRAL,Plaza Paseo Central,Paseo Central Inmoviliaria S.A. de C.V.,Av. de la Juventud #5915 Esquina con Haciendas del valle y periferico de la juventud,Chihuahua,Chihuahua,hiram.diaz@grupovalles.com,6144380870 ext 1001,CHIHUAHUA,Hiram Diaz Heredia
PLAZA_SENDERO,Plaza Sendero,Administracion Centro Comercial Chihuahua A.C.,Av. Alejandro Dumas #11377 Complejo Industrial Chihuahua,Chihuahua,Chihuahua,mtochih@grupoav.com,6143032875,CHIHUAHUA,Edgar Hernandez
PLAZA_TRES_VIAS,Plaza Tres Vias,Servicios Integrales de Administracion de Inmuebles D1 S.A. de C.V.,"Av. Mirador esquina Washington S/N, Col. El Campanario",Chihuahua,Chihuahua,admonplazas@gomanagment.com.mx,6141844276,CHIHUAHUA,Tatiana Gaytan
PLAZA_VALLE_ESCONDIDO,Plaza Valle Escondido,Servicios Integrales de Administracion de Inmuebles S.A. de C.V.,"C. Misiones del Bosque #9703, Col. Mision del Valle",Chihuahua,Chihuahua,admonplazas@gomanagment.com.mx,6141844276,CHIHUAHUA,Tatiana Gaytan
POLLO_ROSSO,Pollo Rosso,Joaquín de Jesús Mondragón Corral,"Plaza Andares 1, Local 12, Av. Teófilo Borunda # 11810, Col. Labor de Terrazas, CP: 31223",CHIHUAHUA,CHIHUAHUA,jmmagnus@outlook.com,,CHIHUAHUA,
Procesadora_Rio_Sanpedro,Procesadora Rio San Pedro,Procesadora Rio San Pedro S. de R.L. de C.V.,C. Industrial 1 #4711  Zona Industrial Robinson,Chihuahua,Chihuahua,calidad@carnesribe.com,,CHIHUAHUA,Claudia Maguregui 
PRODUCTO_METALICO_Y_ACRILICO,PRODUCTO METALICO Y ACRILICO,PRODUCTO METALICO Y ACRILICO,sierra del morrion s/n col aeropuerto c.p. 31384 chihuahua,CHIHUAHUA,CHIHUAHUA,,,CHIHUAHUA,
PROD_LACTEOS_SANBUENA,Productos Lacteos San Buena,"PRODUCTOS LACTEOS SAN BUENA, S.A.DE C V.","Km. 26 #2556, Carretera Cuauhtémoc - Alvaro Obregón, Col. Manitoba C.P. 31613",Cuauhtémoc,Chihuahua,ggrijalva@resesa.com,,CHIHUAHUA,
PULSO_INMO,Pulso Inmobiliario,PULSO MEGAOPERADORA S.A. DE C.V.,"Av. Paseo de las Palmas No. 239, Col. Lomas de Chapultepec, Delegación Miguel Hidalgo",CIUDAD DE MÉXICO D.F.,DELEGACIÓN MIGUEL HIDALGO,aux_fortuna@pulsoinmobiliario.com,,CHIHUAHUA,
BLUMEN,QUESERIA BLUMEN,Queseria Blumen S. de P.R.,"  Campo 103, Colonia Swift Current, c.p. 31613",CUAUHTÉMOC,CHIHUAHUA,,,CHIHUAHUA,
QUES_HUITA_BASURA,Quesería Chihuahuita (Basura),Quesería Chihuahuita SA de CV,"Calle Topografos 609, Dos de Junio, 31134",CHIHUAHUA,CHIHUAHUA,gabrielz@chihuahuita.com.mx,,CHIHUAHUA,
QUES_HUITA,Quesería Chihuahuita (Grasa),Quesería Chihuahuita SA de CV,"Calle Topografos 609, Dos de Junio, 31134",CHIHUAHUA,CHIHUAHUA,gabrielz@chihuahuita.com.mx,,CHIHUAHUA,
QUIROP_1,QUIROPRODUCTOS Planta 1,Quiroproductos de Cuauhtemoc S de RL de CV,Ave. Rio Santa Clara Lotes 12 y 13 No. S/N PARQUE INDUSTRIAL CUAUHTEMOC,CUAUHTÉMOC,CHIHUAHUA,gilberto.dominguez@cardinalhealth.com,,CHIHUAHUA,
QUIROP_2,QUIROPRODUCTOS Planta 2,Quiroproductos de Cuauhtemoc S de RL de CV,Ave. Rio Chuviscar Num. 8950  PARQUE INDUSTRIAL CUAUHTEMOC,CUAUHTÉMOC,CHIHUAHUA,gilberto.dominguez@cardinalhealth.com,,CHIHUAHUA,
QUIZ_LIB_ACEI,Quiznos Sub Libertad (Aceite),HM Quality Sub S.A. de C.V.,"Av. Independencia 407, Centro, 31000",CHIHUAHUA,CHIHUAHUA,independencia1@qualitysub.mx,,CHIHUAHUA,
RANCHO_LA_PRADERA,Rancho La Pradera,Nicolas Martinez JR,Km 37.5 Carretera Chihuahua - Juarez,Chihuahua,Chihuahua,gabriela.arenas2021@gmail.com y facturacion@californiatentdemexico.com,6671854078,CHIHUAHUA,Gabriela Arenas
REAL_DE_LAS_TORRES,Real de las Torres,Jorge Alberto Urias Cantu ,"Ejército Nacional #5925, C.P. 32390",Juarez,Chihuahua,departamentos@realdelastorres.com,656 618 6564,JUAREZ,
recoleccion_de_escamoche_ ,Recoleccion de escamoche ,VICTOR LASO ,"CARBONEL # 4707, COL. PANAMERICANA CP 31210",CHIHUAHUA,CHIHUAHUA,facturacionvictorlaso@gmail.com,,CHIHUAHUA,
RESIDENCIAL_ATICA,Residencial Atica,Diseño y Construcciones Civiles S.A. de C.V.,Prolongacion Teofilo Borinda esquina con Av. Monte Verde C.P. 31220,Chihuahua,Chihuahua,arodriguez@diccsa.com.mx,6146142115828,CHIHUAHUA,Aneth Rodriguez
RESIDENCIAL_MASERU,Residencial Maseru,Diseño y Construcciones Civiles S.A. de C.V.,C. Villedo Encinillas #9500 C.P. 31124,Chihuahua,Chihuahua,arodriguez@diccsa.com.mx,6142115828,CHIHUAHUA,Aneth Rodriguez
RESIDENCIAL_SERATA,Residencial Serata,Diseños y Construcciones Civiles S.A. de C.V.,Av. Hacienda del Real Esquina con prolongacion Teofilo Borunda,Chihuahua,Chihuahua,brosales@diccsa.com.mx,6142115828,CHIHUAHUA,Aneth Rodriguez
RESTAURANTE_CATALUÑA,Restaurante Cataluña,Manuel Alejandro Mendoza Zuany,"Av. La Cantera #10101, Col. La Haciendita, C.P. 31216",Chihuahua,Chihuahua,falianzaventas@hotmail.com,614 438 8052,CHIHUAHUA,
REYES_CANTINA,Reyes Cantina,Entretenimiento SAPA S.A de C.V.,Periferico de la Juventud #5915 Int. R04 Haciendas del Valle C.P. 31217,Chihuahua,Chihuahua,lavm.kapv@gmail.com,,CHIHUAHUA,Amairani Velo
ZODI,RMDP,CECILIA BIBIANA PEREZ GARCIA R.M.D.P., PARQUE DE MARGA No. 9915 JARDINES DE ORIENTE C.P. 31384,CHIHUAHUA,CHIHUAHUA,,,CHIHUAHUA,
Rock_and_Bowl,Rock and Bowl,Grupo Rock and Bowl Mexico S.A. de C.V.,Perif. de la Juventud #4101 Col. Misiones C.P. 31115,Chihuahua,Chihuahua,blanchondot@hotmail.com,6141744975,CHIHUAHUA,Lucia Anchondo
royal_bowl_manacars. de r.l. de c.v.,Royal bowl manacar s. de r.l. de c.v,Royal bowl manacars de r.l de c.v ,av. De las píramides 1 lomas de tecamachalconaucalpan  c.p…..53950,NAUCALPAN,MEXICO,servicios.df@sisa.org.mx,,CHIHUAHUA,
HARINAS,SABAMEX,GRUPO HARINAS DE CHIHUAHUA  DIVISION DE ALIMENTOS BALANCEADOS  (DAB), BLVD. JUAN PABLO II 5901 COL AEROPUERTO,CHIHUAHUA,CHIHUAHUA,compras.dab@grupoharinas.mx,,CHIHUAHUA,
SABE,SABE ALIMENTOS," SABE ALIMENTOS, S.A. DE C.V.", CALLE PRIVADA 27 ½ No. 1314 SANTO NIÑO C.P. 31000,CHIHUAHUA,CHIHUAHUA,,,CHIHUAHUA,
SABOR_ACEI,Sabor a Mí (Aceite),,"Av. de la Cantera 9124, Misiones I Etapa",CHIHUAHUA,CHIHUAHUA,,,CHIHUAHUA,
SALON_ATENAS,Salon Atenas,Martin Enrique Sanchez Cruz,"Av. Tecnológico # 1557, Villa Hermosa, C.P. 32510",Juarez,Chihuahua,salon_atenas@hotmail.com,656 618 2571,JUAREZ,
SAMS_8240,Sams Chihuahua-8240,Nueva Walmart de Mexico S. de R.L. de C.V.,"Nextengo 78 Santa Cruz Acayucan, Azcapotzalco, C.P. 02770",CHIHUAHUA,CHIHUAHUA,,,CHIHUAHUA,
SAMS_6234,Sams Cuauhtemoc-6234,Nueva Walmart de Mexico S. de R.L. de C.V.,"Nextengo 78 Santa Cruz Acayucan, Azcapotzalco, C.P. 02770",CUAUHTEMOC,CHIHUAHUA,,,CHIHUAHUA,
SAMS_6249,Sams Delicias -6249,Nueva Walmart de Mexico S. de R.L. de C.V.,"Nextengo 78 Santa Cruz Acayucan, Azcapotzalco, C.P. 02770",DELICIAS,CHIHUAHUA,,,CHIHUAHUA,
SAMS_4999,Sams Homero-4999,Nueva Walmart de Mexico S. de R.L. de C.V.,"Nextengo 78 Santa Cruz Acayucan, Azcapotzalco, C.P. 02770",CHIHUAHUA,CHIHUAHUA,,,CHIHUAHUA,
SAMS_NOGALES,SAM'S NOGALES,Nueva Walmart de Mexico S. de R.L. de C.V.,"Blvrd. Luis Donaldo Colosio No. 2770, Deportiva, 84068 Nogales, Son.",Nogales,Sonora,luis.quihui@walmart.com,,Selecciona Sucursal,
SAMS_6251,Sams Parral-6251,Nueva Walmart de Mexico S. de R.L. de C.V.,"Nextengo 78 Santa Cruz Acayucan, Azcapotzalco, C.P. 02770",PARRAL,CHIHUAHUA,,,CHIHUAHUA,
SAN FRANCISCO,SAN FRANCISCO,CLUB CAMPESTRE SAN FRANCISCO DE CHIHUAHUA S.C.,VIA LOMBARDIA #5705 INTERIOR 305 COL. SAUCITO C.P. 31110,CHIHUAHUA,CHIHUAHUA,procesos@sanfranciscocc.com,,CHIHUAHUA,
